,clean_fin_review
6148,shape shoe not proper sole also not comfortable nice shoe expect
6149,three star good one
6150,daily need like gym sport inner sole good not good running.order usual size perfect
6151,cushion not good request return give bcoz get different colour one select rest thing average
6153,good shoe less money
6154,"e,pected become sellwpry sime time"
6155,price range good sole make foam out cover net cloth want morning walk gym please go go puma
6156,nice good
6157,loose product loose product expect cheep quality not wear
6158,good quality issue shoe sole grip gut fit und qualität
6159,color change use product past three month far soo good quality product really awesome attractive eyes.i really recommend product thank
6160,cushion not good request return value mone go comfortable comfortable order size lower need replace process amazon great job great product price range get well comfortable walk good look light weight
6161,"nice comfortable 



 firstly open box get tag right leg side shoe.secondly shoe's stain food it.lastly puma logo right leg side upside hence defect i've apply replacement let's see happen replaced product good new.but quality comfort good original puma yeah defect maybe used.i edit review replacement"
6162,thank good comfortable expect
6163,three star good product
6164,three star lightweight comfortable
6166,three star
6168,hccjjvvj good jogging cannot play football
6169,nice shoe ok not per expect
6171,okay product cost bit high side quality le amount spent
6172,"not comfortable fit overall fit problem...the toe squeeze order get shoes,toe room not wide order size big feet...not impress sorry"
6173,ok type accord price pro light weight comfortable good fitting use walk smooth replace faulty lace eyelet eyelets not craft fine brand due fiber lace stuck issue also find replace shoe slightly issue tongue foam fit inside tongue one shoe not good seem foam stuffed inside beyond normal think sole soft run walk rough ground road track sole would easily scrubbed/wear rough surface run jogging
6174,box damage shoe ok average price bad condition product box damage immediately disappointed look box shoe fit perfectly thin light weight know whether they'll withstand rough use see side shoefold look good good condition reason i'm not return give review please not send damaged box first impression important really upset
6177,value money not much comfortable
6179,not expect looks good run suit heavy personality insole not good
6180,okay comfort oksize okcolour okbutproduct upper finishing not good
6181,good shoe nice fitting shoe
6182,lace may good design everything ok lace system not good take time tighten lace sole good canbe well anti wear layer sole lightweight strong fitting also good
6183,value money loght weight comfortable
6184,ok ok not comfortable food not fix shoe every time feel foot come shoe
6185,product ok ok ok ok
6186,review shoe good couple use see crack front vamp that's not fine else product good picture
6187,light light weight fit not perfect
6188,product goo
6190,product ok value money colour blue waste low quality colour like kid shoe colour
6191,good product good price range sometimes cause pain foot
6192,"box damage badly box damaged,but shoe good.the size comfort perfect"
6193,nice good
6194,classy design
6195,strength shoe lace look weak not spongy also
6196,product good order deliver shoe look wasted time
6197,ok ok good not excellent
6198,damage get damage size large also
6199,good good shoe good not excellent job
6200,value money good enough price pay money not problem another else value money budget shoe
6201,product good size not proper order one extra size fit perfectly
6202,package open delivered product good light weight size perfect comfortable product package open receive
6203,price good one good
6204,sparx good
6205,size similar size popcorn asian brand size issue asian brand size suitable particular product popcorn seem like size front finger overall fitting tight not comfertable
6206,wonderful quality check amazon order one color..delivered one color amazon work weak publicity peak..maintained inter national quality pre check deliver good air speed amazon change name nail zone
6207,good need improvement shoe good run walk shoe little big it’s size could better
6211,perfect casual wearing shoe not suitable run shoe comfort light weight
6212,not good exercise pro look good good fit comfy.cons:very soft sole.if look shoe exercise buy sole tear one half month regular use outdoor run go use treadmill might last longer
6213,shoe lace small comfort lvl decent look
6214,life span less inner sole soft bottom shoe also soft life span less
6215,not comfortable not comfortable
6216,product unbox receive used
6217,not good heel portion not comfortable.it would better heel portion little height
6219,high price price wise high
6220,okish product sponge inside shoe soft hell shoe sole also soft don`t feel good grip walk shoe honest
6221,attractue colour light weight good price not good think quality not good compare othet shoe
6222,nice look issue nice model issue
6223,light weight not durable bought month ago.first impression great light weight good looking.as use month inner layer shoe worn part shoe wasnt double tailor want durable shoe search elsewhere
6224,not comfortable not confort
6225,pooor shole quality average shose bottom quality poor
6227,good yesterday receive day month use clear shoe quality good bad overall first look shoe good price littile bit high think quite enough
6228,order size ship size na
6229,comfortable fullly comfort
6230,good one month use batch start tear up...se logo
6231,okay product shoe light weight comfortable walk run inner portion bleeds pink colour irritate white sock get spoil use week cant say anything durability yet
6232,fit small product good fitting small buy size
6233,wear difficulty average
6234,comfortable comfortable fit expect grinning_face_with_big_eyes
6235,not original campus shoe everything look good except not original campus shoes।
6236,good one normal shoe per price
6237,shoe tight want return it.i invoice shoe box box.can return dislike size tight uncomfortable
6238,feel le comfort workout workout atleast walk run feel non comfortable situation pain leg etc overall good product quality
6239,right inner sole big compare shoe feel uncomfortable like shoe right inner sole big compare shoe feel uncomfortable
6240,size mismatch size small compare regular size power shoe
6241,not good not bad comfirtable nahi hai
6242,felt not comfortable
6243,nice seem not original sparx inner sole come bad odour
6244,nice acd prize comfortable
6245,not comfortable not comfortable write review month not comfortable walk
6246,good product sole material need improvement quality product wonderful price range inr quality sole material rubber make poor request saller please improve iner sole material
6247,average low sole get detached day regular usage
6249,good not mark light weight comfort
6251,plz give perfect item order gray get blue pinkquality look good thumbs_up size perfect fit
6252,nto value money_bag order size come size outer perfection improve
6253,good good product
6254,good quality inside not good
6255,ok ok
6256,good product comfortable lightweight
6257,not good shoe suppose comfortable uncomfortable hell foot pain
6258,comfortable sole come every time take shoe
6259,fit size comfort issue size not exact fit experience pain right side toe small front side sole also not comfortable finish also awkward leave shoe back side render next size
6260,cheap quality foam shoe not worth rs.substandard mesh quality use product
6261,defective piece want exchange cause product defective
6262,"please deliver public demand like colour,size etc without doubt next order shoe go order brown sole get white sole shoe good aur behaviour delivery boy awesome"
6263,decent decent set shoe
6266,product quantity ok ok product quantity ok ok not impressive
6267,back shoe hurt wear product really nice back design hurt wear
6268,happy nice product
6269,tight size yes
6270,not good not orginal campus
6271,awesome shoe reduce rating star month usage awesome shoe reduce rating start month usagesuperb shoe walk run price range get inr consider price believe can't well these.main thing like light weight even wear shoe use day order another pair shoe dad also completely satisfied.if look shoe light weight comfortable go review updated month usage reduce rating product star use months.i use shoe almost month right use around half month sole underneath start get worn pretty clearly see hole not see get form thumb area felt lot difficulty wear shoe go walk small stone use gather area not bottom unable walk every time need take shoe clear stones.so overall want use product daily walk hardly might able use months.anyways serious walker need buy another pair shoe month can't use longer period think twice buy them.but use office daily usage much walk buy shoes.latest update start give heel pain well start give hole bottomfinal verdict use shoe want regular use sure not walk jog happy buying
6272,sole soft foam type durability also grip not expect sole soft foam type durability also grip not expect
6273,"shoe lay hole bade 



 shoe lay hole bad light weight comfortable"
6274,average product average bit loose pinch bit near toe walk
6275,ok good
6276,average quality get one less defective pair shoe good
6277,worth comfortable!reasonable price worth
6279,good choice price range good
6280,not meant sport ok casual wear shoe nice comfortable wear throughout day without discomfort shoe not meant run heavy exercise
6281,product ok...but unfortunately get defective product use indoor exercise good look sole not soft expect bad thing leave shoe defective return
6282,ok ok ok_hand good thumbs_up
6283,sole come remove foot everytime sole come one try remove foot
6284,heavy good heavy
6285,ok product shoe look good fit not require though ordered one size big still not comfortable
6286,hurt ankle ankle portion shoe contain cushion hurt back ankle wear sock no-show sock
6287,not mark green color much dark expect like quality shoe much comfortable expect returned product amazon coz dark color expect white color not match dark green color
6288,light colour cheap feeling cheap usual dont think worth thanks
6289,door step delivery good look quality etcface_with_tears_of_joyface_with_tears_of_joy
6291,good product comfort shoe per price justify product
6292,never take expensive product
6293,otherwise good sole middle curve whivh dont like
6294,good nice product daughter like size fit
6295,worst recieved shoe worn come finish bad colour get fade walk hve return itpouting_facepouting_face
6296,बेकार product long life
6297,nice shoe sole good
6298,not comfortable fancy purpose good
6299,replacement exchange option product ok right side shoe slightly crook bottom
6300,not fit run jog product good comfortable not suitable light jog even brisk walk sole shoe not great run jog three month continuous usage brisk walk get hole sole shoe would recommend not buy run jog casual purpose usage fit type shoe
6302,quality ok price range overall quality ok range look trek shoe forget use least week go hike trip otherwise regret nice grip although not soo comfy term feel
6303,"nice one worth achording price,i bought nice good look light weight good one"
6304,good sole different size receive shoe like lot material decent light weight get different size sole leave sole slightly small right never expect i'm use rough use never mind ur keen shoe careful would suggest return get right size
6305,good light weight waterproof
6306,not value money
6307,"gum problem not good 



 i like asian till today..but shoe's not proper gum manufacturing defect mr asian,,please try check pack goog sir"
6308,average quality product average quality product look good comfortable not durable
6309,think get duplicate..pouting_faceunamused_faceunamused_face think get duplicate product flex sole comfert size write shoe fit size fabric rough hard like card board orange strap different colo pic
6310,average ok per price pay shock absorber need buy cushion extra sole not ground
6312,change box material quality contain shoe make unique brand product pretty good box material quality contains product not good.i satisfied product disappoint brand box material quality pack product way use product....####do unique unique change
6313,little uncomfortable wear little uncomfortable wear not wide enough front part cause pain toe sole also rough...overall think due cost look get entranced shoe amazon buy give another chance not buy cheap shoe againgrinning_facegrinning_face
6314,good product price buy run road not run shoe use daily basis like bike rid walk etc look vise good product like show picture bt material use not good overall good product price
6315,not suitable run inner sole hard cushioning ankle use cheap paint tht sprinkle out sole design purpose look low quality job shoe not run walk
6316,nyc shoe take size big appear goood product
6317,average product neither good bad
6318,feel hard color well photo reality wear feel hard not comfortable daily walk
6319,average quality ok.shoes look like old fashion
6320,good quality shoe good however last size also tight foot.my foot slip side way walk hurting ankle
6321,ventilation not good plus point look design didn’t like ventilation shoe net not soft one it’s hard one felt like cardboard poor ventilation start feel hot foot otherwise look superb
6322,normal useful normal causal use
6323,please make comfortable cost high accord shoe quality tight fit not accord size
6324,size small average shoe running_shoe small order size
6325,not much value money like
6326,inside fabric not good thumbs_up look light weight everything good inside fabric not good thumbs_up look light weight everything good
6327,low quality low quality
6328,ok ok quality could better money pay it’s ok ok
6329,average yeah get stylish look like fit
6330,ok shoe compare price ok shoe
6331,ok shoe seem uneven height one shoe bit little discomfort walk
6332,finish could've lot well finish could've lot well plastic tip shoe lace miss one end place sole look scraped quality fine not bit cheap look pair sneaker rs can't expect much
6333,not fit feets not run shoe overrate
6334,good thumbs_upmedium-light_skin_tone compare price product good.thumbs_upmedium-light_skin_tone
6335,good product good product smiling_face_with_heart-eyessmiling_face_with_heart-eyesthinking_face
6336,torn day use look really good comfy mash come day not sure return not
6337,right one bit uncomfortable due thicker sole thn th leave one right one bit uncomfortable due thicker sole thn th leave
6338,not comfortable size little small becomes tightly fit
6339,light light weight fit not perfect
6340,perfect size not daily run workout bubble spread storej area
6341,good little dusty stiky spot want tell shoe bite dusty make sure clean pack dont sell use product use refurbish ot properly else every thing good
6342,classy design
6343,not worthy product seem like rework sole not nicely glue well finish get pair already return many time
6345,strength shoe lace look weak not spongy also
6346,"not good last bought price wise nice daily wear.it comfortable,but not good buy last time.size good"
6347,sole feel like make thermocol sound rub floor like thermocol comfortable light weightbut compromise grip floor sound like kid sandalsmy overall opinion buy product
6348,well look nice quality color combination nice
6349,"use month quality sole could better iski sole ka glue kuh khaas acha ni hai,iski sole ka glue kuh khaas acha ni hai"
6350,overall ok product overall good product blue one show website actually greener bluish color make look like local product return back
6351,disappointment regard shoe get used one get shoe use return little bit dissatisfaction amazon expect something well amazon get used one product good issue product best price range little bit disappointment amazon
6352,spongey shoe overall comfort good increase size bouncer shoe soul mean think come nike air bounciness much jumpy feel run track field go nike
6353,short short compare size
6354,per size bit tight
6355,problem gum time gum go front
6356,short time shoe enjoy day shol shoe temporary
6357,amaze shoe use workout run outside sports.mostly light weight give relaxation leg look nice go
6359,not happy not happy
6360,gym workout consider quality product could better one want use run outdoor game regular basis not great
6361,tight front little tight not exact size
6362,good good product lightweight
6363,good option price range light weight look also good.comfortable hold foot perfectly.only issue sole grip not strong enough slip many time run ground
6364,non grip sole sole doesnt grip stand slippery ground side pasting shoe start peel within month wear
6365,slippery shoe slippery especially ramps tile marble discomfort walk tile power need move slip direction
6366,comfortable finish not good review updatedon day delivery shoe paste not proper finish shoe not good like comfort product retain use least onceafter usingy month shoe paste pill gap create sole shoe body not good quality product
6367,"good not well low price available offline marketa 



 good product not best"
6368,decent decent product price look good comfort ok front part narrow become little tight near toe sole also get compressed regular usage
6369,quality bit poor shoe good quality bit poor
6370,mess delivery order two different colour receive messed delivery order two different colour receive order catagorically specify rhe colour yet team deliver same.colour may oversight respect customer choice.shoes ok price expect ordinary product quality match expectation
6371,fitness look product good doubt fit expect
6372,pesting finish not good always use brand time disappointed finish paste product please maintain quality
6373,fit good not value money
6374,pick manage size large
6376,"small size small tore days,please not take shoe"
6377,not fit size short not fit properly
6378,wrong design heel notch surety scratch ankle put design new walking shoe merrily go long walking ala skin heel pain scratch deeply pebble continuously!found heel notch sharp enough give effect sponge provide heel cap ala not heel notch?what wrong design!simply throw away new pair garbage
6379,shoe running_shoe lesh third quality back side ar soft problem
6381,good shoe comfortable one
6382,good work shoe good comfortable shoe walk run problem look big size due shape
6383,one star order size give size chart.max price product
6384,satisfied product good look nice lightlyok_handheart_exclamation️ paisa vasool product fit comfortable like डेली यूज़ के लिए अच्छा है
6385,small size shoe shoe quality great size shoe somewhat small not fit expect ordered size not regular shoe size option buying shoe large size return shoe
6388,fully cover fully cover
6389,nice product size small brand order one size big usual
6390,satisfied ruff usable shoes.i use month dayle not dameged
6391,low quality low quality
6392,average product good not expect
6393,size issue size want size small wore brand take care forced return seek refund reason apart shoe ink tick sole band one not expect amazon strong expectation generally meet
6394,nice nice ok_hand
6395,glu layer not stable attached glu become unstable shoe really good usually use run exercise purpose week shoe bottom glu layer not stable
6396,easily dust attract might material bought husband comfort get dirty easily
6397,good good price
6398,good accord price pasting come
6399,fine like quality return not happy return
6400,order number size normal shoe size foot size shoe company small size return product order also fit anyone purchasing product order size large normal size
6401,dont expect much shoe come good could replace adidas shoe market.but month wear get know real build quality.problem area black strap design not craft shoe rather applied black tape shoe achieve design need say come first sole come month wear maybe glue not adequate enough hold empty hole create thr shoe place thumb would lie
6404,get good option value edge start peel soon probably within month comfort not bad quality meet price spend
6405,ok ok product ok delivery person leave product loby without inform get misplace
6406,comfortable not mostly durable
6407,average prpduct totally different show pictures.quality not good okay.max price compare built quality material price high
6409,"not 



 very bad"
6410,not suitable walk not comfortable walk sole upper synthetic leather hard
6411,shoe different size something not acceptable big company like amazon gift mom law september upcoming winter wear one shoe check size perfect open today wear two different size helpless late replacement moreover product use amazon pls needful possible
6412,good good product
6413,good nice
6415,not expect return
6416,overall ok sole come
6417,okay good item product good...but price high worried_facethank amazon
6418,could well not enough padding
6419,good item good price good item comfortable
6420,nice product look nice
6421,shoe doesn’t good quality material product not expect see review material low quality secondly shoe slippery shoe sole grip smooth surface shoe not recommend workout purpose
6422,quality product not good well finish quality product not good well finish
6423,ok type colour not expect
6424,amaze expect show also muchcomfortable
6425,gud product gud product bata
6426,not good quality ok price productbut size somehow big run comfortable good
6427,not bad not bad price range
6430,nothing right shoe quite small left
6431,quality average quality accord price product relieved_facein word quality per price face_with_rolling_eyesexpressionless_face
6432,"size matter select one number regular order 



 i order sige bit tight exchange sige today open wear little bit upset sige right foot leave foot slightly different leave one little bit loose right time also return continue"
6434,good nice product
6435,sparx review week use bring shoe two week sole quality uptill look good good gym use office look like impressive
6436,not easy wear quickly need shoe horn always excellent shoe perfect price love look comfort provide easy wear feel light worth every rupee spent
6437,average product overpriced product look average material seem robust durable bit overpriced respect quality
6438,complain fit previous shoe perfect exchange wrong colour send however item sent replacement ok colour fit not perfect finger get fold already provide review
6439,mismatch finish not good part grey shoe part black
6440,amazing product like quality shoe poor
6442,lightweight style fit good not much comfortable lightweight style fit good not much comfortable need put insole good cushioning
6443,size small shoe great buy wife buy one size large normally wear fit well
6444,not sport shoe buy ist think run shoe grip bad quality thing good product outer look
6445,"good product overall,but go one size order shoe workout think comfortable enough workouts back side bit scratchy material not good thought overall average product"
6446,sole quality enhance good product comfortable good walking run
6447,isuue ankle come even normal jog actually run normal motion ankle come though absolutely fit foot item extremely comfortable thats true.thank
6448,"may be,,,that price thanks amazon good service"
6449,good shoe good wear feel shoe sole not much comfortable little bit hard others wise everything good
6450,average buy pair shoe sister wear size uk shoe size shoe fit infact unable wear shoe quality seem good however seller clear indication shoe size fit fit whether buy one size large shorter return shoe fit
6451,not much good please check size fitting issue buy
6452,good purchase must buy good shoe suggest buy daily wear not recommend jogging
6453,well everything good star heavyness
6454,not expect product not comfortable
6455,worth price buy wife even though size perfect wear tedious process wear might need someone else help wear
6456,nice good product
6457,shoe tight make painful wear long
6458,uncomfortable ankle good comfortable...but size small return day
6459,comfortable think not long last good comfortable value money
6460,product quality not good receive shie already return user totally box damage several sell bard code shoe already sell oct return material sell
6461,not much good good daily use not run walk shoe
6462,never shoe comfortable
6463,good nice shoe accord money
6464,not comfortable quality not worth price not comfortable wear moreover minor difference shoe pair
6465,light wait rock look jean tousser also
6466,comfortable think not long last lovely product light soft comfortable
6467,amandeep shoe good value money fit well comfortable thing like packaging package torn box almost open could see shoe
6468,not satisfy not comfortable since not design match requirement
6469,not light weight shoe good comfortable shoe pack not good
6470,heavyweight otherwise okok_hand item small change shoe
6471,"may be,,,that pricing"
6472,cheap product not worth price
6473,product good comfort less it’s really good shoe use cycle really comfortable
6474,less comfortable bit uncomfortable shoe comfortable
6476,tight tight
6477,not buy good product
6478,order size small memory foam quality not good good product
6479,"good 



 nice shoe fit size"
6480,wrong size receive received different size product not fit ihad return product.however shoe light look good
6481,like child like good
6482,good use comfortable shoe
6483,good thumbs_up shoe good comfortable
6484,ok comfortable friction-free good fit
6485,product good size wise need improvement get one pay pair
6486,really good walking like airwowww
6487,not satisfy coz size compact cause friction back heel asian shoe light good pad/good sole inside.don't fulfill need rate high.not fit per size want buy go plus otherwise bite you.badly tight compact toe pain foot
6488,there's not enough cushion inside feel like walk without shoe good product
6489,good sole good shoe less support heel order get small soze request replace shoe awesome love sole good comfort front part foot support heel not good would like suggest manufacturer take thi consideration
6490,"cheap best 



 finishing not good replacement request"
6491,product review shoe hard inside please possible give shoe sole also good product form people walk not jog
6492,satisfactory worth thumbs_up
6493,not yet use almost look good not yet use review may change use
6494,not give bounce sponge inside shoe...thats affect comfort lightweight...colour show picture...but main problem is...its comfort....bcoz not give sponge feel inside shoes...there sponge not good....its like flat bread...its not bouncy sponge
6495,ok nice shoe good comfort
6496,everything ok size differs number accord number shoe bit long size
6498,ok wish last longer show picture quality decent
6499,good not comfortable shoe good sole not good bad sole quality material
6500,good build rate i've use like year still amuse gawd never think shoe go long use gym run trek even casually go great think really go
6501,not worth mention running purpose inner sole always get squeeze play not give feel comfort not recommend anyone spark brand far well within range prize
6502,nice product nice product light weight quality good return not comfortable wear i.e foot inside feel like slip
6503,not like quality chip not comfortable
6504,soul quality low good quality
6505,low quality sole thin cushion cushion inside shoe thin make not comfortable run also outsoles not durable low quality wear within month hole start appear
6506,quality poor ly sakte hai
6507,nice even think go outside rain shoe
6509,ok shoe good running
6510,satisfied buy one family member till good
6511,whayst's important know syes
6512,not ideal long distance run wear tear sole poor quality shoe light weight comfortable far quality sole concern not mark wear tear one month not long distance run
6514,soul show picture different thin soul show picture different wear feel stand floor ups down road foot easily sense gap
6515,satisfactory price satisfactory price range expensive brand
6516,worst pack amazon product packaging may affect reputation beware.......from customer point view product decent not great one
6517,average far share month usage cushion colour average not good it’s bite balance realise design weird front part shoe doesn’t balance well rear part well cushion front part forgotten.i many shoe different brand particular shoe need design correction.i gonnna use time see surface flattens update
6518,average product average product
6519,buy normal use shoe finish awesome look big brand shoe heavy use show cost cut fault company
6520,size small usual receive damaged product initiate return atleast quality check must do send customer totally dissatisfied product
6521,quality not upto mark shoe awesome good looking.cushion soft comfortable.this shoe give extra bounce.but weight compare another shoe range.shoe lace small.i buy shoe great indian festival overall best shoe price.i totally satisfy
6522,nice shoe nice comfortable shoe quality not great use easily month
6523,quality state torn within month purchase
6524,not best good avg average price not much brand make product good build quality also okay
6525,everything perfect size color etc..but not comfortable..pair bht dukh inhe phn kr walk krne bad
6526,value money package need lots improvement deliver promised fitting good quality worth problem packaging star packaging box damage product dusty like use distributor ensure pack product must clean packed.rest quality comfort worth price
6527,confort run poor confort run bad
6528,yeah good shoe not much tough good take good brand cost upto
6529,normal useful normal causal use
6530,not meet expectation ok difficult wear
6532,value money value money
6533,beautiful use much rough heavy
6534,dissapointed packaging packaging not good.it come shoe box single wrap normal sellotape.the packaging not like product's packaging...disappointed packaging.product good though
6535,package not properly pack positive day usage lockdown worn day approx kms sole worn outstrictly not recommended running work
6537,mostly good one hole guard leave shoe break month light use cannot fix hope hole tear use otherwise i'm satisfy shoe indicate star feature
6538,look good not comfort shoe lease go open
6539,not comfortable comfortable relaxing shoe
6540,shooes review poor quality
6541,decent enough good one order get no...but still keep brother
6542,not comfortable hard less comfortable
6543,much poor product amazon deliver product check much low satisfaction product
6544,uncomfortable would recommend shoe sparx uncomfortable hate love either okay best.sole high back part cover fully buy something else sparx
6545,ghh buy not go hard work like run long walk sutable light work
6546,"not comfortable not comfortable walking.heels soft,so feel tired walking.toes also itch thumbs.lases short"
6547,decent buy first comfortable average perfect fit well opt one size best daily/casual fit price could range buy
6548,ggod quality nice product
6550,not good leg run baad vest money
6551,size bit small compare leading brand width need bit comfort get compromise due
6552,good cusionoing not expect
6553,size not correct small bought size though size small maximum size fit consider small hence return
6555,nic around buck good product affordable price value money nice design comfortable not durable still hold good yr happy quality product
6556,good one not worth buck shoe look good sole nice however product not worth money pay value honest pay overall iam satisfy item
6557,get wrong colour soft comfortable fit well order peach colour get maroon pensive_face sister like colour keep
6558,eats heel unfortunately cannot worn slip need sock stitch near heel rough use walk cut heel light weight look good not wearable defeat purpose
6559,nice not excellent want size product
6560,not per offer book item time offer price get product price mrp write shoe box could product offer mrp nd offer price same.plz explain
6561,good item good packing open not good behaviour create bad impression amazon.to rectify type problem
6562,average product good comfort stylish look
6563,elastic not good.too small ordered wife shoe value money everything perfect however advisable buy one size large replace order print size
6564,average overall product good not quality provide picture
6565,good shoe looks good not comfort painfulto wear cushion not good
6566,ok product size not properly fit
6567,quality low rent stitch come one outing reset expectation quality low rent stitch come one outing reset expectation
6568,okay product good price get different colour different size
6569,"dont know work longterm see shoe inner part,gum use low quality.i dont know use longterm"
6570,approve second shoe buy here.my suggestion go without think once.i buy another mom love comfortable
6571,not perfect not fit one shoe small another one large
6572,not comfortable enough run overall good worthy
6573,front portion shoe tight not comfortable shoe good look front portion shoe tight not comfortable wear
6574,good post use months.it price product good comfortable.but not long lasting.i walk daily
6575,product good quality still much costly price quality product
6576,"comfortable perch white colour shoes,but recieved blue colour"
6577,shoe available dmart comfortable easy use light weight elegant design colour trendy shoe wife love
6578,good trek jogging ccxh
6579,one small one big different size pair one shoe number another shoe number
6580,one shoe loose nice product original campus casual shoe happy quality comfort
6581,rough inner heel collar colour amazing ofcourse light weight worthy buy
6582,size small size small
6583,little good little disappointed hello asian shoe good not comfortable show ankel pain run foam little hard inside suggests make inside foam good thank
6584,nice product wrong size deliver
6585,slightly small expect good quality replace due aize mismatch otherwise look impressive
6586,average quality submit review use month product light weight product quality not good.but price chipper say good
6587,"ok 



 nice little bit tight size"
6588,small order size large shoe size order shoe shoe tight feel comfortable
6591,size small expect also order another campus shoe pair small also size
6592,good product good product deliver not address
6593,show size number number small jo size number likha hota hay vo fit nhi hota may ye juta leker thaga gya hu kya ye return ho sakta hay aab bhut mehnat lagti hay phone ple kus help kariye
6595,shoe look good badly hurt foot uncomfortable sole like stone
6596,"good look quality good perfect size 



 i'm use month old size perfect good look"
6598,amazon care pesting foam back shoe worst.after use one day foam displace.so fill uneasy
6599,"brand brand hota hai bt ye bacca bucci hai size comfort product not one good,i use item one week item damage"
6600,plz return product good order not come not like product courier man come take return say book another take first one
6601,different product receive not wroth rs quality poor receive different color amazon need work third time product return due wrong colour product show pic different product receive
6602,ok ok difficulty wear
6603,overall ok exclude narrow fit size not fit expect
6605,not take shoe like old want package
6606,go shoe cheap quality dont go
6608,average material average material
6609,not upto expectation front kind net not exactly pink plus day use material tore away
6610,nice product impressive productthankyou amazon
6611,plz change shoe plz change shoe not fit send choose colour
6612,color varies show quality okay price....but colour show different got....most people complain
6613,"comfortable price range go upper price option,for luxury feel"
6614,quality goooodd sole crack between.selller mention show piece product hand shoe rack
6615,cheap quality waste money
6616,colour choice limit good product
6617,good not satisfied heavy
6618,average quality dissent shoe
6619,sole bad quality product not good
6620,value money nice shoe
6621,average product write review use months.pro look fittingcons sole slippery quality average start tiering
6622,satisfied quality well enough.perfect show picture
6623,uncomfortable receive stained product shoe light weight not comfortable toe start hurt minute wear return product anyway stain one shoe ask replacement not good enough think i'll order asian shoe know
6624,sole not soft shoe good overall sole not soft
6626,average oderded grey colour shoe white sole
6628,quality not show product light weight yeah picture real product differs lot quality not mark product price not worth
6629,good product good product
6630,shoe look dirty package shoe dirty
6631,average product back cushion give away less hrs right foot else shoe fine bit ackward cushion price decent
6632,sol nice
6633,build quality not upto mark product part miss product quality not upto mark
6634,size small size small
6636,nice product nice
6637,average finish not good average
6638,overall not bad thise good not bad accord price bad thise price buy good shoe
6639,ok ok shoe shoe ok ok not much expect light weight..packaging bad box broken carry bag sparx provide carry bag product look like someone pack shoe use break box
6640,small shoe good need go size high
6641,not good long run buy shoe turn small returned order big size.shoes lightweight quality good like much base spongy due ankle pain long walk i.e around hard stiff base shoe feel much comfortable fix specially flat feets spongy base make hard perfect grip
6642,nice product nice product
6643,small per size chart order small quality not upto mark
6644,wrong size information order size fit size
6646,quality avg ohk range
6648,"darty shoe 



 mi jewha box open kela tewha ha shoe darty hota"
6649,worth worth
6650,shoe nice shoe price point build quality also good
6651,disgust shoe damage one month disgust product purchase december first week damage december last please not buy
6652,look wise nice look wise nice feel small front shoe not comfort long day short day good look
6653,make sound walk product good price also good comfortable outer sole hard make sound like heel walk happen idk happens everybody not
6654,ok ok brand try hard get close top shoe brand fail star fit comfort slap term look
6655,average used day morning walk leave show sole remove completely first bad experience product amazon
6656,nyc product nyc product buy husband office use give comfert light weight
6657,not good product product amount high quality
6658,not recommend not good run price get kalenji shoe sega shoe good
6659,quality not good good product not good quality expect
6660,product okay size not standard product look okay ordered standard size uk product arrive extremely tight not fit though size uk correct
6662,hard walk size large regular heavy hard walk
6663,not good shoe good damage not obvious please improve quality
6664,good show bubble wroth less except show
6665,average cushion miss shoe not comfortable
6666,"receive defective product ask replacement update later 



 i get defective product ask replacement hope small inner sole not feature brand another buy father less size correct sole"
6667,well love shoes..this purchase brand everytime keep surprised quality really think instead go know brand go brand give ultimate value money
6668,not perfect cost hig purchase sale happy one also purchase shoe shop mrp amazon get shoe shoe beautiful comfort
6669,fairly good shoe price comfortable due padding.lace quality little poor.the front part gum come slowlygrip good shoe light.after seven month sole worn lace quality poor inner foam good
6670,not expect buy walk run find quality shape not look good
6672,not bad product really bad.once receive good within two month product get spoiled
6673,little disappointed product size order product size receive product size wear product seem like size
6674,pack box not give product must give packaging box also quality not high show acceptable price
6675,fit snugly go comfort walking!thumbs_up
6677,nice not like campus nice not well
6678,comfortable running_shoe shoe like.and comfortable thanks amazon team
6679,quality money quality fine fitting
6680,look wide not stylish like product
6681,size issue though pattern color material shoe amazing brand serious issue size purchase shoe purchase one size great wear
6682,bad product write review many day product quality worst use month use wear jog month use sole worn cheap product doesn’t suit jog run worn normal walk
6683,budget friendly price best
6685,average quality product good average quality
6686,good super
6687,good not bad copy nike modelmodified fit proper streching not good nike
6688,"light weight best range,the shoe may get dirty easily regular use need regular washing"
6689,buy risk.dissapoint amazon shoe colour degine perfact shoe soll hard time soll bottem
6690,ok ok product not satisfied quality nice shoe quality ok cant say good comfrotable wear price high accord quality purchase den ok
6691,good casual wear shoe not run good casual wear shoes.not running.fit expect
6692,nice shoe like shoe durability shoe know day day using.i hope may prove best
6693,day use look wise good company say small ball inside ball make thermocol not rubber material
6694,useful...comfortable useful...comfortable
6695,well item low price casual walking
6696,nice upper material not durable enough sole comfortable overall nice buying around look option upper material not mesh like canvas strong develop crease short use.around go casual use may last year daily run year enough
6697,ok not happy product good ordered gray colour deliver navy blue not wise
6700,average like it.....but little uncomfortable
6702,cool comfortable
6703,"persevering_facepersevering_face 



 both shoe color relieved_facerelieved_facenot good"
6705,nice good
6706,use product use product anyone judge watch shoe damage dirt see naked eye
6707,tight quality good tight
